Hour,Access,Alcohol,Align,Day,Hit,Light,Collision,Interection,Weather,ADT,Num Lanes,Pav Width,Dr Age,Dr Cond.,Dr Distract,Dr Gender,Num Occ,Veh Year,Violations,Ped Age,Ped Cond.,Ped Inj.,Ped Gender
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Right Angle,TRUE,Clear,2001-5000,Two,Wide,25-34,Inattentive/Distracted,Not Distracted,Male,One,1991-2000,Disregarded Traffic Control,15-24,Normal,Complaint,Female
12AM-6AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Clear,Over 10000,Four,Very Wide,25-34,Normal,Not Distracted,Female,One,2001-2010,No Violations,25-34,Unk,Severe,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,25-34,Inattentive/Distracted,Unk,Female,One,2001-2010,Careless Operation,15-24,Normal,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Male,One,2001-2010,Unk,15-24,Normal,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Over 10000,Two,Wide,55-64,Normal,Not Distracted,Male,Two,2001-2010,No Violations,15-24,Inattentive/Distracted,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Right Angle,TRUE,Clear,Unk,No Info.,Unk,25-34,Inattentive/Distracted,Not Distracted,Female,One,2001-2010,Careless Operation,Unk,Normal,No Injury,Male
6PM-12AM,No Control,TRUE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,TRUE,Abnormal,Over 10000,Four,Very Wide,15-24,Normal,Not Distracted,Male,One,1991-2000,Unk,45-54,Unk,Fatal,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,75-Inf,Other,Not Distracted,Female,One,1991-2000,Careless Operation,35-44,Normal,Moderate,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,TRUE,Dark - No Street Lights,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Careless Operation,25-34,Normal,Moderate,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,45-54,Inattentive/Distracted,Not Distracted,Male,One,1991-2000,No Violations,75-Inf,Inattentive/Distracted,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,15-24,Normal,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Male,One,1991-2000,No Violations,35-44,Normal,Moderate,Male
12AM-6AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Over 10000,Six,Very Wide,25-34,Inattentive/Distracted,Not Distracted,Male,One,1990 and Before,Careless Operation,45-54,Unk,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,TRUE,Clear,5001-10000,Two,Very Wide,Unk,Inattentive/Distracted,Not Distracted,Male,Two,1991-2000,Cut Corner On Left Turn,Unk,Unk,No Injury,Unk
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,25-34,Inattentive/Distracted,Unk,Male,Four,2001-2010,Improper Backing,Unk,Inattentive/Distracted,Complaint,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,TRUE,Abnormal,Unk,No Info.,Unk,55-64,Normal,Not Distracted,Male,One,2001-2010,No Violations,45-54,Inattentive/Distracted,Moderate,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - No Street Lights,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,75-Inf,Normal,Not Distracted,Male,One,1991-2000,No Violations,15-24,Inattentive/Distracted,Severe,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,55-64,Normal,Not Distracted,Male,One,2001-2010,No Violations,35-44,Unk,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Rear End,FALSE,Clear,Unk,No Info.,Unk,55-64,Inattentive/Distracted,Unk,Female,One,1991-2000,No Violations,15-24,Normal,Complaint,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Right Angle,FALSE,Clear,5001-10000,Four,Very Wide,25-34,Normal,Not Distracted,Female,Two,2001-2010,No Violations,Unk,Normal,Moderate,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Female,One,2001-2010,No Violations,45-54,Inattentive/Distracted,Complaint,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Head-On,FALSE,Clear,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Male,One,1991-2000,No Violations,55-64,Unk,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,55-64,Normal,Not Distracted,Male,One,1991-2000,Careless Operation,25-34,Normal,Complaint,Male
6AM-12PM,No Control,TRUE,Straight-Level,Weekend,TRUE,Daylight,Sideswipe,FALSE,Clear,Unk,No Info.,Unk,15-24,Impaired,Unk,Male,One,2001-2010,Driver Condition,15-24,Normal,Severe,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,25-34,Inattentive/Distracted,Not Distracted,Male,One,1991-2000,Unk,25-34,Inattentive/Distracted,Moderate,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Rear End,FALSE,Clear,Unk,No Info.,Unk,45-54,Normal,Unk,Male,One,1991-2000,Following Too Closely,35-44,Normal,No Injury,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Male,One,1991-2000,Careless Operation,15-24,Unk,No Injury,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Male,One,1991-2000,Careless Operation,25-34,Normal,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Male,One,1991-2000,Careless Operation,15-24,Normal,Moderate,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Male,One,2001-2010,No Violations,Unk,Inattentive/Distracted,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Male,Two,1991-2000,No Violations,Unk,Normal,Moderate,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Left Turn,TRUE,Clear,5001-10000,Two,Narrow,25-34,Normal,Not Distracted,Male,One,1991-2000,No Violations,65-74,Unk,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Rear End,FALSE,Clear,Unk,No Info.,Unk,15-24,Inattentive/Distracted,Not Distracted,Male,Two,2001-2010,Careless Operation,15-24,Normal,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Female,One,1991-2000,No Violations,15-24,Inattentive/Distracted,Moderate,Male
12AM-6AM,Full Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,2001-5000,Two,Wide,25-34,Normal,Not Distracted,Male,Five or more,2001-2010,No Violations,45-54,Unk,Fatal,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,65-74,Inattentive/Distracted,Outside Vehicle,Male,One,2001-2010,Driver Condition,45-54,Inattentive/Distracted,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Right Angle,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,Two,1990 and Before,No Violations,Unk,Unk,Complaint,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,2001-5000,Two,Wide,45-54,Normal,Not Distracted,Male,One,Unk ,Improper Backing,25-34,Normal,No Injury,Male
6PM-12AM,No Control,TRUE,Straight-Level,Weekday,TRUE,Dark - Street Light,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,55-64,Impaired,Moderate,Male
12AM-6AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,25-34,Inattentive/Distracted,Cell Phone,Male,One,2001-2010,Careless Operation,35-44,Unk,Moderate,Male
6PM-12AM,No Control,FALSE,On Grade,Weekend,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Female,Two,2001-2010,No Violations,15-24,Unk,Moderate,Female
12AM-6AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,FALSE,Clear,2001-5000,Two,Wide,25-34,Impaired,Not Distracted,Male,One,1991-2000,Careless Operation,15-24,Unk,Complaint,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,"Dusk, Dawn",Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,45-54,Inattentive/Distracted,Inside Vehi.,Male,One,1991-2000,Careless Operation,Unk,Normal,Severe,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,"Dusk, Dawn",Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,45-54,Inattentive/Distracted,Inside Vehi.,Male,One,1991-2000,Careless Operation,Unk,Normal,Moderate,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,55-64,Normal,Not Distracted,Female,One,2001-2010,No Violations,25-34,Inattentive/Distracted,No Injury,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Female,One,2001-2010,No Violations,Unk,Normal,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Unk,FALSE,Abnormal,Unk,No Info.,Unk,15-24,Inattentive/Distracted,Not Distracted,Male,Four,1991-2000,No Violations,45-54,Normal,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Right Angle,FALSE,Abnormal,Over 10000,Four,Very Wide,15-24,Normal,Not Distracted,Male,Two,2001-2010,No Violations,Unk,Inattentive/Distracted,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Right Angle,FALSE,Abnormal,Over 10000,Four,Very Wide,15-24,Normal,Not Distracted,Male,Two,2001-2010,No Violations,Unk,Inattentive/Distracted,Complaint,Female
12AM-6AM,No Control,TRUE,Straight-Level,Weekday,FALSE,Dark - No Street Lights,Single Vehicle,TRUE,Abnormal,Over 10000,Four,Very Wide,45-54,Normal,Not Distracted,Male,One,2001-2010,No Violations,15-24,Unk,Moderate,Male
12PM-6PM,Partial Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Sideswipe,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Male,One,2001-2010,No Violations,15-24,Inattentive/Distracted,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Female,One,2001-2010,Unk,15-24,Normal,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,55-64,Normal,Not Distracted,Female,Three,1990 and Before,No Violations,Unk,Normal,Complaint,Male
12PM-6PM,No Control,TRUE,Curve-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Female,One,1991-2000,No Violations,75-Inf,Impaired,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Dark - No Street Lights,Unk,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Careless Operation,15-24,Normal,Moderate,Male
12PM-6PM,No Control,TRUE,Straight-Level,Weekend,TRUE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,25-34,Impaired,Unk,Male,One,1991-2000,Unk,Unk,Normal,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,"Dusk, Dawn",Unk,FALSE,Clear,Unk,No Info.,Unk,55-64,Normal,Not Distracted,Male,Two,1991-2000,No Violations,Unk,Inattentive/Distracted,Moderate,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - No Street Lights,Sideswipe,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,25-34,Normal,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,75-Inf,Normal,Inside Vehi.,Male,One,1991-2000,Driving Left Of Center,45-54,Normal,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,TRUE,Abnormal,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,One,1990 and Before,No Violations,45-54,Unk,Fatal,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Inattentive/Distracted,Unk,Female,One,2001-2010,Failure To Yield,15-24,Inattentive/Distracted,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Female,Three,2001-2010,No Violations,Unk,Inattentive/Distracted,Complaint,Male
12AM-6AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,25-34,Unk,Unk,Male,Two,1991-2000,No Violations,35-44,Impaired,Moderate,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,15-24,Inattentive/Distracted,Not Distracted,Male,Two,2001-2010,No Violations,25-34,Inattentive/Distracted,Moderate,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,TRUE,Dark - No Street Lights,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,15-24,Normal,Moderate,Male
12AM-6AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,Two,2001-2010,Unk,45-54,Normal,Complaint,Male
12AM-6AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,Two,2001-2010,Unk,25-34,Unk,No Injury,Female
12AM-6AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,Two,2001-2010,Unk,15-24,Unk,No Injury,Female
12AM-6AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,Two,2001-2010,Unk,15-24,Unk,No Injury,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Unk,TRUE,Abnormal,Unk,No Info.,Unk,55-64,Normal,Not Distracted,Female,One,2001-2010,No Violations,45-54,Inattentive/Distracted,Moderate,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Single Vehicle,TRUE,Abnormal,Unk,No Info.,Unk,45-54,Inattentive/Distracted,Not Distracted,Male,One,2001-2010,Careless Operation,35-44,Normal,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Abnormal,2001-5000,Two,Narrow,55-64,Normal,Not Distracted,Female,Two,2001-2010,No Violations,45-54,Impaired,Moderate,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Over 10000,Four,Very Wide,15-24,Normal,Not Distracted,Female,One,2001-2010,No Violations,Unk,Unk,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Over 10000,Four,Very Wide,55-64,Normal,Not Distracted,Male,One,1991-2000,No Violations,25-34,Normal,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,Over 10000,Four,Very Wide,55-64,Inattentive/Distracted,Cell Phone,Female,One,2001-2010,Careless Operation,35-44,Normal,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Dark - No Street Lights,Single Vehicle,FALSE,Clear,Over 10000,Four,Very Wide,Unk,Unk,Unk,Unk,One,Unk ,Unk,25-34,Unk,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Male,One,1991-2000,No Violations,Unk,Inattentive/Distracted,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,"Dusk, Dawn",Sideswipe,FALSE,Clear,Unk,No Info.,Unk,55-64,Normal,Not Distracted,Female,One,1990 and Before,No Violations,15-24,Inattentive/Distracted,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,TRUE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Male,One,2001-2010,No Violations,Unk,Inattentive/Distracted,Complaint,Male
12AM-6AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,2001-5000,Two,Narrow,Unk,Unk,Unk,Unk,One,Unk ,Unk,15-24,Unk,Moderate,Male
6PM-12AM,Partial Control,TRUE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Over 10000,Four,Very Wide,55-64,Normal,Not Distracted,Male,One,2001-2010,No Violations,35-44,Impaired,Severe,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Right Angle,TRUE,Clear,Unk,No Info.,Unk,75-Inf,Normal,Not Distracted,Male,Two,1991-2000,No Violations,Unk,Unk,No Injury,Unk
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - No Street Lights,Left Turn,TRUE,Clear,Over 10000,Two,Wide,75-Inf,Inattentive/Distracted,Unk,Male,Two,2001-2010,Careless Operation,45-54,Normal,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Over 10000,Two,Wide,15-24,Normal,Not Distracted,Male,One,1991-2000,No Violations,45-54,Unk,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Sideswipe,FALSE,Abnormal,Unk,No Info.,Unk,25-34,Inattentive/Distracted,Not Distracted,Male,One,1991-2000,Careless Operation,35-44,Normal,Complaint,Female
12PM-6PM,No Control,FALSE,Hillcrest,Weekday,FALSE,Dark - Street Light,Unk,FALSE,Abnormal,Unk,No Info.,Unk,25-34,Inattentive/Distracted,Unk,Female,Five or more,1991-2000,Careless Operation,15-24,Unk,Moderate,Female
6PM-12AM,No Control,TRUE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,35-44,Impaired,Not Distracted,Male,Two,2001-2010,Driver Condition,Unk,Impaired,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Unk,FALSE,Clear,Over 10000,Four,Very Wide,45-54,Normal,Not Distracted,Male,Three,2001-2010,No Violations,65-74,Inattentive/Distracted,Severe,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Right Angle,FALSE,Abnormal,Unk,No Info.,Unk,15-24,Inattentive/Distracted,Outside Vehicle,Female,One,2001-2010,No Violations,15-24,Normal,Moderate,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Unk,TRUE,Abnormal,Unk,No Info.,Unk,45-54,Unk,Unk,Male,One,2001-2010,Unk,35-44,Normal,Complaint,Male
12PM-6PM,No Control,TRUE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Abnormal,Over 10000,Two,Wide,25-34,Normal,Not Distracted,Male,One,1991-2000,No Violations,25-34,Impaired,Severe,Male
6AM-12PM,Partial Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Male,One,2001-2010,Unk,15-24,Inattentive/Distracted,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Dark - Street Light,Unk,TRUE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,15-24,Normal,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Sideswipe,FALSE,Clear,Unk,No Info.,Unk,35-44,Normal,Outside Vehicle,Male,One,2001-2010,Careless Operation,Unk,Normal,No Injury,Unk
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Male,One,2001-2010,No Violations,75-Inf,Normal,No Injury,Male
12AM-6AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Right Angle,FALSE,Clear,Unk,No Info.,Unk,25-34,Impaired,Unk,Male,One,1991-2000,Driver Condition,75-Inf,Impaired,Severe,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Male,One,Unk ,Unk,15-24,Unk,No Injury,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,TRUE,Abnormal,2001-5000,Two,Wide,15-24,Normal,Outside Vehicle,Male,One,2001-2010,Careless Operation,45-54,Normal,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Female,One,2001-2010,No Violations,Unk,Normal,Complaint,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,5001-10000,Two,Narrow,75-Inf,Inattentive/Distracted,Inside Vehi.,Female,One,2001-2010,Failure To Yield,45-54,Normal,Complaint,Female
12PM-6PM,Unk,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,Unk,Other,Not Distracted,Female,Two,1991-2000,Unk,25-34,Normal,Moderate,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,55-64,Normal,Outside Vehicle,Male,Five or more,2001-2010,No Violations,Unk,Normal,Moderate,Male
6PM-12AM,Partial Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Over 10000,Four,Very Wide,25-34,Normal,Not Distracted,Female,One,2001-2010,No Violations,55-64,Normal,Moderate,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Left Turn,TRUE,Clear,Unk,No Info.,Unk,55-64,Normal,Not Distracted,Female,Two,2001-2010,Unk,55-64,Unk,Moderate,Female
12AM-6AM,Full Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Sideswipe,FALSE,Clear,Over 10000,Four,Very Wide,Unk,Inattentive/Distracted,Outside Vehicle,Unk,Two,2001-2010,Careless Operation,15-24,Inattentive/Distracted,No Injury,Male
12AM-6AM,Full Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Sideswipe,FALSE,Clear,Over 10000,Four,Very Wide,Unk,Inattentive/Distracted,Outside Vehicle,Unk,Two,2001-2010,Careless Operation,15-24,Inattentive/Distracted,No Injury,Male
